PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,No. of inlinks dofollow,No. of inlinks nofollow,No. of href inlinks
20,https://kroam.xyz/leagues/uel/fc-porto-vs-rangers-2026-01-29,FC Porto 3-1 Rangers | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/lille-vs-sc-freiburg-2026-01-29,Lille 1-0 SC Freiburg | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/bayer-leverkusen-vs-villarreal-2026-01-28,Leverkusen 3-0 Villarreal | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/paris-saint-germain-vs-newcastle-2026-01-28,Paris Saint Germain 1-1 Newcastle | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/fc-augsburg-vs-fc-st-pauli-2026-01-31,FC Augsburg 2-1 FC St. Pauli | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/eredivisie/sparta-rotterdam-vs-groningen-2026-01-31,Sparta Rotterdam 2-0 Groningen | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/sc-freiburg-vs-1-fc-kln-2026-01-25,SC Freiburg 2-1 1. FC Köln | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/lorient-vs-nantes-2026-01-31,Lorient 2-1 Nantes | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/laliga/oviedo-vs-girona-2026-01-31,Oviedo 1-0 Girona | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/eredivisie/utrecht-vs-sparta-rotterdam-2026-01-25,Utrecht 0-1 Sparta Rotterdam | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/turkish-super-lig/fatih-karagmrk-vs-antalyaspor-2026-02-07,Fatih Karagümrük vs Antalyaspor Prediction | Kroam,text/html; charset=utf-8,false,200,0,1,1,0,1
20,https://kroam.xyz/leagues/seriea/pisa-vs-sassuolo-2026-01-31,Pisa 1-3 Sassuolo | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/fk-crvena-zvezda-vs-celta-vigo-2026-01-29,FK Crvena Zvezda 1-1 Celta Vigo | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/models/glm-4.5-air,GLM 4.5 Air (Zhipu) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,1,1,0,1
20,https://kroam.xyz/leagues/uel/aston-villa-vs-red-bull-salzburg-2026-01-29,Aston Villa 3-2 Red Bull Salzburg | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/genclerbirligi-vs-gaziehir-gaziantep-2026-02-01,Genclerbirligi 2-1 Gazişehir Gaziantep | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/laliga/sevilla-vs-girona-2026-02-07,Sevilla vs Girona Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/panathinaikos-vs-as-roma-2026-01-29,Panathinaikos 1-1 AS Roma | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/seriea/as-roma-vs-ac-milan-2026-01-25,AS Roma 1-1 Milan | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/eintracht-frankfurt-vs-bayer-leverkusen-2026-01-31,Frankfurt 1-3 Leverkusen | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/alanyaspor-vs-eypspor-2026-01-31,Alanyaspor 1-3 Eyüpspor | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/lyon-vs-lille-2026-02-01,Lyon 1-0 Lille | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/epl/burnley-vs-west-ham-2026-02-07,Burnley vs West Ham Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/stade-brestois-29-vs-lorient-2026-02-07,Stade Brestois 29 vs Lorient Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/seriea/torino-vs-lecce-2026-02-01,Torino 1-0 Lecce | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/lens-vs-le-havre-2026-01-30,Lens 1-0 Le Havre | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/laliga/real-sociedad-vs-elche-2026-02-07,Sociedad vs Elche Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/laliga/real-betis-vs-valencia-2026-02-01,Real Betis 2-1 Valencia | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/turkish-super-lig/samsunspor-vs-trabzonspor-2026-02-07,Samsunspor vs Trabzonspor Prediction | Kroam,text/html; charset=utf-8,false,200,0,1,1,0,1
20,https://kroam.xyz/leagues/epl/wolves-vs-chelsea-2026-02-07,Wolves vs Chelsea Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/eredivisie/nac-breda-vs-twente-2026-01-30,NAC Breda 2-2 Twente | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/eredivisie/pec-zwolle-vs-telstar-2026-01-31,PEC Zwolle 4-1 Telstar | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/fsv-mainz-05-vs-fc-augsburg-2026-02-07,FSV Mainz 05 vs FC Augsburg Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/paris-fc-vs-angers-2026-01-25,Paris FC 0-0 Angers | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/paris-fc-vs-marseille-2026-01-31,Paris FC 2-2 Marseille | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/eredivisie/twente-vs-heerenveen-2026-02-07,Twente vs Heerenveen Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/barcelona-vs-fc-copenhagen-2026-01-28,Barcelona 4-1 FC Copenhagen | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/lyon-vs-paok-2026-01-29,Lyon 4-2 PAOK | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/antalyaspor-vs-trabzonspor-2026-01-30,Antalyaspor 1-1 Trabzonspor | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/blog/serie-a-regular-season-23-roundup,Serie A AI Model Accuracy Week 23,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/samsunspor-vs-trabzonspor-2026-02-07,Samsunspor vs Trabzonspor Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/turkish-super-lig/galatasaray-vs-kayserispor-2026-02-01,Galatasaray 4-0 Kayserispor | Kroam,text/html; charset=utf-8,false,200,0,1,1,0,1
20,https://kroam.xyz/leagues/epl/arsenal-vs-sunderland-2026-02-07,Arsenal vs Sunderland Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/seriea/fiorentina-vs-torino-2026-02-07,Fiorentina vs Torino Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/laliga/osasuna-vs-villarreal-2026-01-31,Osasuna 2-2 Villarreal | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/werder-bremen-vs-borussia-mnchengladbach-2026-01-31,Werder Bremen 1-1 M'gladbach | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/1-fc-heidenheim-vs-hamburger-sv-2026-02-07,1. FC Heidenheim vs Hamburger SV Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/kasmpaa-vs-samsunspor-2026-01-30,Kasımpaşa 0-1 Samsunspor | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/blog/bundesliga-regular-season-20-roundup,AI Model Performance in Bundesliga Week 20,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/pafos-vs-slavia-praha-2026-01-28,Pafos 4-1 Slavia Praha | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/angers-vs-metz-2026-02-01,Angers 1-0 Metz | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/eredivisie/heracles-vs-fortuna-sittard-2026-02-01,Heracles 2-1 Fortuna Sittard | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/seriea/genoa-vs-napoli-2026-02-07,Genoa vs Napoli Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/beikta-vs-konyaspor-2026-01-31,Beşiktaş 2-1 Konyaspor | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/epl/chelsea-vs-west-ham-2026-01-31,Chelsea 3-2 West Ham | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/eredivisie/feyenoord-vs-heracles-2026-01-25,Feyenoord 4-2 Heracles | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/sc-freiburg-vs-werder-bremen-2026-02-07,SC Freiburg vs Werder Bremen Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/lille-vs-strasbourg-2026-01-25,Lille 1-4 Strasbourg | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/seriea/como-vs-atalanta-2026-02-01,Como 0-0 Atalanta | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/borussia-mnchengladbach-vs-bayer-leverkusen-2026-02-07,M'gladbach vs Leverkusen Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/epl/bournemouth-vs-aston-villa-2026-02-07,Bournemouth vs Aston Villa Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/arsenal-vs-kairat-almaty-2026-01-28,Arsenal 3-2 Kairat Almaty | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/eypspor-vs-beikta-2026-01-26,Eyüpspor 2-2 Beşiktaş | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/blog/premier-league-regular-season-24-roundup,Premier League AI Model Predictions Week 24,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/laliga/barcelona-vs-mallorca-2026-02-07,Barcelona vs Mallorca Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/laliga/girona-vs-getafe-2026-01-26,Girona 1-1 Getafe | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/epl/brighton-vs-everton-2026-01-31,Brighton 1-1 Everton | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/bundesliga/1-fc-kln-vs-vfl-wolfsburg-2026-01-30,1. FC Köln 1-0 VfL Wolfsburg | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/epl/aston-villa-vs-brentford-2026-02-01,Aston Villa 0-1 Brentford | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/psv-eindhoven-vs-bayern-mnchen-2026-01-28,PSV Eindhoven 1-2 Bayern München | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/maccabi-tel-aviv-vs-bologna-2026-01-29,Maccabi Tel Aviv 0-3 Bologna | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/go-ahead-eagles-vs-sc-braga-2026-01-29,GO Ahead Eagles 0-0 SC Braga | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/sturm-graz-vs-brann-2026-01-29,Sturm Graz 1-0 Brann | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/uel/real-betis-vs-feyenoord-2026-01-29,Real Betis 2-1 Feyenoord | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ligue1/nantes-vs-lyon-2026-02-07,Nantes vs Lyon Prediction | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/atletico-madrid-vs-bodoglimt-2026-01-28,Atletico 1-2 Bodo/Glimt | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/ucl/ajax-vs-olympiakos-piraeus-2026-01-28,Ajax 1-2 Olympiakos Piraeus | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
20,https://kroam.xyz/leagues/superlig/fenerbahe-vs-gztepe-2026-01-25,Fenerbahçe 1-1 Göztepe | Kroam,text/html; charset=utf-8,false,200,0,0,1,0,1
