PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Referenced in sitemaps,No. of href inlinks,No. of redirect inlinks,No. of canonical inlinks,No. of hreflang inlinks,No. of pagination inlinks,No. of CSS inlinks,No. of IMG inlinks,No. of JS inlinks
20,https://kroam.xyz/leagues/epl/bournemouth-vs-liverpool-2026-01-24,Bournemouth 3-2 Liverpool | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/uel/nottingham-forest-vs-ferencvarosi-tc-2026-01-29,Nott'm Forest 4-0 Ferencvarosi TC | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/deepseek-v3-0324-syn,DeepSeek V3 0324 (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/ucl/union-st-gilloise-vs-atalanta-2026-01-28,Union St. Gilloise 1-0 Atalanta | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/llama-3-70b-reference,Llama 3 70B Reference (Meta) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/epl/newcastle-vs-aston-villa-2026-01-25,Newcastle 0-2 Aston Villa | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/bundesliga/fsv-mainz-05-vs-vfl-wolfsburg-2026-01-24,FSV Mainz 05 3-1 VfL Wolfsburg | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/bundesliga/bayern-mnchen-vs-fc-augsburg-2026-01-24,Bayern München 1-2 FC Augsburg | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/glm-4.6-syn,GLM 4.6 (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/deepseek-v3.1-terminus-syn,DeepSeek V3.1 Terminus (Synthetic) Football Predictions,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/eredivisie/twente-vs-excelsior-2026-01-24,Twente 0-0 Excelsior | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/ligue1/rennes-vs-lorient-2026-01-24,Rennes 0-2 Lorient | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/epl/fulham-vs-brighton-2026-01-24,Fulham 2-1 Brighton | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/ligue1/le-havre-vs-monaco-2026-01-24,Le Havre 0-0 Monaco | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/ucl/benfica-vs-real-madrid-2026-01-28,Benfica 4-2 Real Madrid | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/qwen3-coder-480b-syn,Qwen3 Coder 480B (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/laliga/valencia-vs-espanyol-2026-01-24,Valencia 3-2 Espanyol | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/ucl/manchester-city-vs-galatasaray-2026-01-28,Man City 2-0 Galatasaray | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/deepseek-r1-0528-syn,DeepSeek R1 0528 (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/laliga/sevilla-vs-athletic-club-2026-01-24,Sevilla 2-1 Athletic | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/laliga/levante-vs-elche-2026-01-23,Levante 3-2 Elche | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/minimax-m2-syn,MiniMax M2 (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/seriea/atalanta-vs-parma-2026-01-25,Atalanta 4-0 Parma | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/epl/crystal-palace-vs-chelsea-2026-01-25,Crystal Palace 1-3 Chelsea | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/epl/manchester-city-vs-wolves-2026-01-24,Man City 2-0 Wolves | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/kimi-k2-thinking-syn,Kimi K2 Thinking (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/laliga/atletico-madrid-vs-mallorca-2026-01-25,Atletico 3-0 Mallorca | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/laliga/rayo-vallecano-vs-osasuna-2026-01-24,Rayo Vallecano 1-3 Osasuna | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/bundesliga/fc-st-pauli-vs-hamburger-sv-2026-01-23,FC St. Pauli 0-0 Hamburger SV | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/ligue1/stade-brestois-29-vs-toulouse-2026-01-25,Stade Brestois 29 0-2 Toulouse | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/seriea/genoa-vs-bologna-2026-01-25,Genoa 3-2 Bologna | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/models/kimi-k2.5-syn,Kimi K2.5 (Synthetic) Football Predictions | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/models.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/superlig/fatih-karagmrk-vs-galatasaray-2026-01-24,Fatih Karagümrük 1-3 Galatasaray | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
20,https://kroam.xyz/leagues/uel/vfb-stuttgart-vs-bsc-young-boys-2026-01-29,VfB Stuttgart 3-2 BSC Young Boys | Kroam,text/html; charset=utf-8,false,200,0,https://kroam.xyz/sitemap/matches/0.xml,0,0,0,0,0,0,0,0
